filenw,ident,region,regiog,subre,contr,countryname,birth_y,age_sex,age_union,agechild1,agechild2,agechild3,agechild4,agechild5,urban,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,aw,sex,union,child,child20,child30,birth_5y
UAIR51FL.DTA,UAIR51FL.DTA_000000016105004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1970,20,22,25,28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000016110001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1967,18,38,36,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000016120003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1964,18,18,19,41,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000016130003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,18,20,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000016135001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1959,18,18,19,19,28,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,1,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000016140002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1977,17,18,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000016145001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1968,16,16,18,23,NA,NA,NA,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000017008003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1974,23,24,26,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000017026002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1971,21,21,21,28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000017100001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,17,20,20,21,23,40,NA,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000017109002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1966,19,19,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000017119003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1975,20,20,23,28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000017128002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1963,23,23,24,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000017165002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1967,19,19,20,25,38,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000017174002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,18,18,18,29,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,1,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000017211002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1959,22,22,23,25,28,35,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000017257002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1960,19,19,20,23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000018008001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,18,18,19,24,27,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000018015002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,22,22,34,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000018048001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1977,13,13,20,25,NA,NA,NA,0,0,0,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000018061003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1974,15,15,20,NA,NA,NA,NA,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000018100002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1962,25,25,26,29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000018126002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,15,NA,25,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000018152002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,24,24,27,28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000018165001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1959,17,17,19,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,1,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000018185001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1960,16,16,18,20,23,NA,NA,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000019007002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1961,20,20,24,26,28,32,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000019048002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1968,17,17,19,34,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000019059001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1972,22,22,23,26,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000019085001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1967,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000019090002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,20,20,22,24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000019095002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1959,22,22,24,26,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000019100001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,22,22,23,24,26,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000019106001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1971,18,18,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000019121003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1967,16,16,28,31,32,35,NA,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000019132003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,19,19,22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000020039001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1960,20,20,22,22,25,26,27,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000020045001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1960,19,19,20,25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000020061003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,18,23,24,32,33,NA,NA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000020078002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1972,17,17,19,27,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000020094002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1974,18,18,18,24,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000020105002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,27,27,33,34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000020133002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1972,20,20,21,24,32,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000020139002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,18,18,19,24,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000021016003,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000021021001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,20,20,23,30,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000021026001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1971,16,16,18,NA,NA,NA,NA,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000021040002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1964,19,19,21,25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000021065002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1970,17,17,18,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000021119002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1963,18,18,19,23,29,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000021119005,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,18,20,22,30,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000021139001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1976,16,20,20,28,30,NA,NA,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000021144002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1970,26,26,26,29,30,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000022003001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1966,20,20,23,25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000022036001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1970,22,22,24,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000022041002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1960,20,20,21,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000022047001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1970,18,18,19,23,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000022052002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,21,21,23,25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,0,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000022129002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1965,19,19,20,24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000022140001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1976,19,25,31,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000022146002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1977,19,20,20,24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1975
UAIR51FL.DTA,UAIR51FL.DTA_000000023003001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1962,20,20,22,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,1,1,0,0,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000023016001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1973,17,17,19,25,NA,NA,NA,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1970
UAIR51FL.DTA,UAIR51FL.DTA_000000023025002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1965,15,19,20,22,26,NA,NA,0,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000023029001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1964,18,18,19,21,26,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000023033002,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1969,23,23,23,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000023059001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1961,18,18,19,29,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,1,1,1,0,1,1,1960
UAIR51FL.DTA,UAIR51FL.DTA_000000023111001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1965,14,17,21,23,NA,NA,NA,0,0,0,0,0,1,1,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1965
UAIR51FL.DTA,UAIR51FL.DTA_000000023128001,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1958,19,19,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,1,0,1,1,1955
UAIR51FL.DTA,UAIR51FL.DTA_000000024022004,Former USSR,Eastern Europe and West Asia,Eastern Europe,Ukraine,Ukraine,1966,19,19,20,23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1965
